photo_id,tag
1470,"poste, concreto, concreto aparente, ferro, pedra, vidro, mezanino, guarda-corpo, pilar, apoio, escada, montante, painel, marquise, pano de vidro, esquadria, terraço, transporte, rodoviária, rua, calçada, parque"
1471,"poste, concreto, concreto aparente, ferro, pedra, vidro, mezanino, guarda-corpo, pilar, escada, montante, painel, marquise, pano de vidro, esquadria, terraço, transporte, rodoviária, rua, calçada, parque"
1472,"poste, concreto, concreto aparente, ferro, pedra, vidro, mezanino, guarda-corpo, pilar, apoio, escada, montante, painel, marquise, pano de vidro, esquadria, terraço, transporte, rodoviária, rua, calçada, parque"
1473,"poste, concreto, concreto aparente, ferro, pedra, vidro, mezanino, guarda-corpo, pilar, apoio, marquise, pano de vidro, esquadria, terraço, transporte, rodoviária, rua, calçada, parque"
1474,"poste, concreto, concreto aparente, ferro, pedra, vidro, mezanino, guarda-corpo, pilar, apoio, marquise, pano de vidro, esquadria, terraço, estrutura, transporte, rodoviária, rua, calçada, parque"
1475,"poste, concreto, concreto aparente, ferro, pedra, vidro, mezanino, guarda-corpo, pilar, apoio, marquise, pano de vidro, esquadria, terraço, estrutura, transporte, rodoviária, rua, calçada, parque"
1476,"poste, concreto, concreto aparente, ferro, pedra, vidro, guarda-corpo, pilar, montante, painel, banco, transporte, rodoviária, rua, calçada, parque"
1477,"poste, concreto, concreto aparente, ferro, pedra, vidro, guarda-corpo, pilar, montante, painel, banco, transporte, rodoviária, rua, calçada, parque"
1478,"poste, concreto, concreto aparente, ferro, pedra, vidro, mezanino, guarda-corpo, pilar, escada, montante, painel, marquise, pano de vidro, esquadria, terraço, transporte, rodoviária, rua, calçada, parque"
1479,"poste, concreto, concreto aparente, ferro, pedra, vidro, mezanino, guarda-corpo, pilar, apoio, marquise, pano de vidro, esquadria, terraço, transporte, rodoviária, rua, calçada, parque"
1480,"poste, concreto, concreto aparente, ferro, pedra, vidro, mezanino, guarda-corpo, pilar, apoio, escada, montante, painel, marquise, pano de vidro, esquadria, terraço, transporte, rodoviária, rua, calçada, parque"
1481,"edifício, concreto, concreto aparente, ferro, pedra, vidro, apoio, guarda-corpo, escada, degrau, patamar, pano de vidro, esquadria, estrutura, fachada cega, transporte, rodoviária, rua, calçada, jardim, poste, prédio"
1482,"edifício, concreto, concreto aparente, ferro, pedra, vidro, apoio, guarda-corpo, escada, degrau, patamar, pano de vidro, esquadria, estrutura, fachada cega, transporte, rodoviária, rua, calçada, jardim, poste, prédio"
1483,"edifício, concreto, concreto pintado, ferro, vidro, guarda-corpo, estrutura, esquadria, pilar, varanda, transporte, rodoviária, rua, calçada, praça, poste, prédio"
1484,"poste, concreto, concreto aparente, ferro, pedra, vidro, mezanino, guarda-corpo, pilar, apoio, marquise, pano de vidro, esquadria, terraço, transporte, rodoviária, rua, calçada"
1485,"edifício, concreto, concreto pintado, ferro, vidro, guarda-corpo, estrutura, esquadria, pilar, varanda, transporte, rodoviária, rua, calçada, praça, poste, prédio"
1486,"poste, concreto, concreto aparente, ferro, pedra, vidro, mezanino, guarda-corpo, pilar, apoio, marquise, pano de vidro, esquadria, terraço, transporte, rodoviária, rua, calçada"
1487,"edifício, concreto, concreto pintado, ferro, vidro, guarda-corpo, estrutura, esquadria, pilar, transporte, rodoviária, rua, calçada, praça, poste, prédio"
1488,"poste, concreto, concreto aparente, ferro, pedra, vidro, mezanino, guarda-corpo, pilar, apoio, marquise, pano de vidro, esquadria, terraço, transporte, rodoviária, rua, calçada"
1489,"concreto, concreto aparente, ferro, pedra, vidro, mezanino, guarda-corpo, pilar, apoio, marquise, escada, pano de vidro, esquadria, terraço, estrutura, transporte, rodoviária, rua, calçada, praça, parque, poste, construção"
1490,"concreto, concreto aparente, ferro, pedra, vidro, mezanino, guarda-corpo, pilar, apoio, marquise, escada, pano de vidro, esquadria, terraço, estrutura, transporte, rodoviária, rua, calçada, praça, parque, poste, construção"
1491,"concreto, concreto aparente, pedra, marquise, rampa, patamar, cultural"
1492,"concreto, concreto aparente, ferro, pedra, vidro, mezanino, guarda-corpo, pilar, apoio, escada, montante, painel, marquise, pano de vidro, esquadria, terraço, transporte, rodoviária, rua, calçada, parque, poste"
1493,"concreto, concreto aparente, ferro, pedra, vidro, mezanino, guarda-corpo, pilar, escada, montante, painel, marquise, pano de vidro, esquadria, terraço, transporte, rodoviária, rua, calçada, parque, poste"
1494,"concreto, concreto aparente, ferro, pedra, vidro, mezanino, guarda-corpo, pilar, apoio, marquise, escada, pano de vidro, esquadria, terraço, estrutura, transporte, rodoviária, rua, calçada, praça, parque, poste, construção"
1495,"concreto, concreto aparente, ferro, pedra, vidro, apoio, guarda-corpo, pano de vidro, esquadria, estrutura, fachada cega, transporte, rodoviária, rua, calçada, jardim, poste, prédio, edifício"
1496,"concreto, concreto aparente, ferro, pedra, vidro, mezanino, guarda-corpo, pilar, escada, degrau, patamar, montante, painel, banco, pano de vidro, esquadria, transporte, rodoviária, calçada, rua"
1497,"concreto, concreto aparente, ferro, pedra, vidro, pilar, montante, painel, banco, transporte, rodoviária, calçada, rua"
1498,"concreto, concreto aparente, ferro, pedra, vidro, pilar, montante, painel, banco, transporte, rodoviária, calçada, rua"
1499,"concreto, concreto pintado, pedra, luminária, transporte, rodoviária, calçada, rua"
1500,"concreto, concreto pintado, ferro, pedra, vidro, pilar, pano de vidro, esquadria, guarda-corpo, transporte, rodoviária, calçada, rua, circulação"
1501,"concreto, concreto pintado, ferro, vidro, pano de vidro, esquadria, varanda, guarda corpo, veneziana, janela basculante, parede curva, habitação, edifício, prédio, circulação, calçada, rua, poste, guarda-corpo"
1502,"modernismo, brutalismo"
1503,praça
1612,"vidro, ferro, concreto, fachada, platibanda, janela, caixilho, cobertura, público, educacional, faculdade, poste, edifício, prédio, concreto aparente, jardim, rua"
1613,"vidro, ferro, alvenaria, concreto, fachada, platibanda, janela, caixilho, tijolo de barro, cobertura, público, educacional, faculdade, rua, concreto aparente, edifício, prédio"
1614,"vidro, ferro, concreto, fachada, platibanda, janela, caixilho, passarela, cobertura, público, educacional, faculdade, rua, edifício, prédio, concreto aparente, jardim"
1615,"água, alvenaria, fachada, janela, habitação, edifício, prédio"
1616,"vidro, ferro, alvenaria, concreto, concreto pintado, pedra, luminária, guarda corpo, fachada, janela, varanda, habitação, ponte, guarda-corpo, rua, edifício, prédio, concreto aparente, poste"
1617,"vidro, ferro, alvenaria, pedra, concreto, fachada, paralelepípedo, muro, habitação, ponte, rua, poste, concreto aparente, prédio, edifício"
1618,"poste, vidro, ferro, alvenaria, pedra, luminária, fachada, janela, muro, varanda, habitação, edifício, prédio, rua"
1619,"água, vidro, ferro, cerâmica, alvenaria, pedra, concreto, viga, pilar, platibanda, luminária, pano de vidro, elemento vazado, guarda corpo, degrau, patamar, corrimão, escada, religioso, igreja, guarda-corpo, concreto aparente"
1620,"vidro, madeira, alvenaria, cerâmica, pilar, cobogó, patamar, degrau, escada, religioso, igreja"
1621,"vidro, madeira, alvenaria, cerâmica, pilar, cobogó, patamar, degrau, escada, religioso, igreja"
1622,"vidro, cerâmica, alvenaria, ferro, concreto, pedra, coluna, pilotis, pano de vidro, elemento vazado, fachada, esquadria, janela, degrau, escada, montante, habitação, calçada, poste, rua, edifício, prédio, concreto aparente"
1623,"poste, vidro, cerâmica, alvenaria, ferro, concreto, pedra, coluna, pilotis, pano de vidro, elemento vazado, fachada, esquadria, janela, degrau, escada, montante, habitação, calçada, concreto aparente, edifício, prédio, rua"
1624,"poste, madeira, vidro, cerâmica, alvenaria, ferro, coluna, pilotis, cobogó, elemento vazado, brise, fachada, cobertura, esquadria, janela, varanda, habitação, calçada, rua, edifício, prédio, jardim"
1625,"madeira, jardim, vidro, cerâmica, alvenaria, ferro, concreto, pedra, coluna, pilotis, cobogó, elemento vazado, brise, fachada, esquadria, janela, janela basculante, veneziana, varanda, habitação, edifício, prédio, concreto aparente"
1626,"madeira, poste, vidro, cerâmica, alvenaria, ferro, concreto, cobogó, elemento vazado, brise, cobertura, pano de vidro, fachada, esquadria, janela, habitação, calçada, edifício, prédio, concreto aparente, jardim, rua"
1627,"concreto aparente, rua, poste, vidro, cerâmica, alvenaria, ferro, concreto, pedra, coluna, pilotis, cobogó, elemento vazado, brise, cobertura, fachada, esquadria, janela, varanda, habitação, calçada, jardim, prédio, edifício"
1628,"prédio, poste, vidro, cerâmica, alvenaria, ferro, pedra, pilar, laje, cobertura, telhado, telha, fachada, esquadria, janela, veneziana, varanda, habitação, edifício"
1629,"edifício, prédio, vidro, alvenaria, ferro, luminária, pano de vidro, degrau, escada, montante, habitação"
1630,"calçada, alvenaria, ferro, vidro, pedra, luminária, brise, pilotis, pano de vidro, caixilho, público, transporte, rua"
1631,"calçada, alvenaria, ferro, vidro, pedra, luminária, brise, pilotis, pano de vidro, caixilho, público, transporte, rua"
1632,"poste, ferro, vidro, pedra, pano de vidro, caixilho, muro, habitação, calçada, edifício, prédio, jardim, rua"
1633,"guarda-corpo, poste, ferro, vidro, pedra, estrutura, pilar, elemento vazado, pano de vidro, caixilho, muro, mureta, rampa, guarda corpo, habitação, calçada, edifício, prédio, jardim, rua"
1634,"rua, água, concreto, concreto aparente, ferro, vidro, estrutura, cobertura, pano de vidro, caixilho, pilar, apoio, marquise, luminária, cultural, museu, jardim, calçada"
1635,"concreto, concreto aparente, pedra, pilar, apoio, escultura, cultural, museu, jardim"
1636,"concreto, concreto aparente, ferro, vidro, estrutura, cobertura, pano de vidro, caixilho, pilar, apoio, marquise, rampa, guarda corpo, coluna, cultural, museu, jardim, calçada, rua, guarda-corpo"
1637,"concreto, concreto aparente, estrutura, pilar, apoio, cobertura, cultural, museu"
1638,"guarda-corpo, concreto, concreto aparente, alvenaria, ferro, vidro, luminária, pano de vidro, caixilho, guarda corpo, corrimão, degrau, mobiliário, cultural, museu"
1639,"museu, guarda-corpo, concreto, concreto aparente, alvenaria, ferro, vidro, luminária, pano de vidro, caixilho, guarda corpo, corrimão, degrau, cultural"
1640,"guarda-corpo, museu, concreto, concreto aparente, alvenaria, ferro, vidro, pano de vidro, esquadria, guarda corpo, corrimão, degrau, cultural"
1641,"guarda-corpo, concreto, concreto aparente, ferro, vidro, pano de vidro, caixilho, mezanino, guarda corpo, corrimão, escada, degrau, patamar, mobiliário, cultural, museu"
1642,"museu, concreto, ferro, vidro, pano de vidro, esquadria, pilar, apoio, estrutura, cultural"
1643,"guarda-corpo, concreto, concreto aparente, ferro, vidro, pano de vidro, esquadria, abertura, cobertura, mezanino, guarda corpo, corrimão, escada, degrau, patamar, mobiliário, luminária, cultural, museu"
1644,"circulação, alvenaria, ferro, vidro, cobertura, ornamento, abertura, platibanda, varanda, público, praça"
1645,"alvenaria, ferro, vidro, banco, cobertura, ornamento, abertura, platibanda, público, praça"
1646,"vidro, granito, alvenaria, ferro, pedra, escultura, fachada, caixilho, pano de vidro, janela, público, administrativo, ministério, edifício, prédio"
1647,"vidro, alvenaria, ferro, madeira, mobiliário, escultura, pilar, caixilho, janela, painel, público, administrativo, ministério"
1648,"vidro, alvenaria, ferro, concreto, concreto aparente, pedra, escultura, pilar, caixilho, janela, degrau, escada, público, administrativo, ministério"
1649,"prédio, vidro, ferro, concreto, concreto aparente, pedra, coluna, pilotis, fachada, pano de vidro, caixilho, janela, brise, pórtico, público, administrativo, ministério, edifício"
1650,"vidro, cerâmica, ferro, concreto, concreto aparente, pedra, luminária, coluna, pilotis, fachada, pano de vidro, janela, brise, painel, azulejo, mureta, público, administrativo, ministério, edifício, prédio"
1651,"vidro, ferro, cerâmica, concreto, concreto aparente, pedra, coluna, pilotis, cobertura, fachada, pano de vidro, caixilho, janela, painel, azulejo, público, administrativo, ministério, edifício, prédio, jardim"
1652,"vidro, cerâmica, ferro, pedra, coluna, pilotis, pórtico, pano de vidro, janela, painel, azulejo, público, administrativo, ministério, edifício, prédio"
1653,"circulação, vidro, cerâmica, ferro, concreto, concreto aparente, pedra, coluna, pilotis, pórtico, fachada, pano de vidro, caixilho, janela, painel, azulejo, público, administrativo, ministério, edifício, prédio, jardim"
1654,"vidro, cerâmica, alvenaria, ferro, concreto, concreto aparente, pedra, escultura, coluna, pilotis, cobertura, telha, telha cerâmica, brise, pano de vidro, caixilho, janela, painel, azulejo, público, administrativo, ministério, edifício, prédio, jardim, igreja"
1655,"vidro, alvenaria, ferro, concreto, concreto aparente, pedra, fachada, pano de vidro, caixilho, janela, público, administrativo, ministério, edifício, prédio, jardim"
1656,"vidro, cerâmica, ferro, concreto, concreto aparente, pedra, escultura, telhado, telha, telha cerâmica, pano de vidro, caixilho, janela, público, administrativo, ministério, edifício, prédio, jardim, rua, calçada, guarda-corpo"
1657,"prédio, guarda-corpo, vidro, ferro, escultura, luminária, pilar, pano de vidro, caixilho, guarda corpo, público, administrativo, ministério, edifício"
1658,"guarda-corpo, vidro, alvenaria, ferro, pedra, pilar, estrutura, cobertura, esquadria, caixilho, janela, janela basculante, guarda corpo, pastilha, público, administrativo, ministério, edifício, prédio"
1659,"prédio, vidro, alvenaria, ferro, concreto, concreto aparente, cobertura, pano de vidro, esquadria, caixilho, janela, janela basculante, platibanda, mureta, pastilha, público, administrativo, ministério, edifício"
1660,"escultura, vidro, alvenaria, concreto, concreto aparente, ferro, cobertura, telhado, telha, fachada, esquadria, caixilho, janela, ornamento, público, administrativo, ministério, edifício, prédio"
1661,"rua, vidro, alvenaria, ferro, cobertura, telhado, telha, pano de vidro, esquadria, caixilho, janela, público, administrativo, ministério, edifício, prédio"
1662,"poste, vidro, alvenaria, ferro, concreto, concreto aparente, cobertura, telhado, telha, pano de vidro, esquadria, caixilho, janela, janela basculante, público, administrativo, ministério, edifício, prédio, rua, calçada"
1663,"vidro, cerâmica, alvenaria, ferro, concreto, concreto aparente, cobertura, telhado, telha, fachada, fachada cega, pano de vidro, esquadria, caixilho, janela, público, administrativo, ministério, edifício, prédio"
1664,"vidro, alvenaria, ferro, concreto, concreto aparente, cobertura, telhado, fachada, fachada cega, pano de vidro, esquadria, caixilho, janela, veneziana, público, administrativo, ministério, edifício, prédio"
1665,"vidro, alvenaria, ferro, concreto, concreto aparente, cobertura, telhado, telha, fachada, pano de vidro, esquadria, caixilho, janela, veneziana, público, administrativo, ministério, edifício, prédio"
1666,"concreto, concreto aparente, concreto pintado, ferro, vidro, pedra, água, pilar, mezanino, pano de vidro, esquadria, passarela, público, ministério, jardim"
1667,"concreto, concreto aparente, concreto pintado, pedra, ferro, vidro, madeira, corrimão, guarda-corpo, mezanino, banco, escultura, pano de vidro, esquadria, pilar, painel, público, ministério"
1668,"concreto, concreto aparente, concreto pintado, pedra, ferro, vidro, madeira, corrimão, guarda-corpo, mezanino, banco, escultura, pano de vidro, esquadria, pilar, painel, público, ministério"
1669,"concreto, concreto pintado, pedra, ferro, madeira, mezanino, guarda-corpo, corrimão, degrau, patamar, escultura, público, ministério"
1670,"concreto, concreto pintado, pedra, ferro, madeira, mezanino, guarda-corpo, corrimão, degrau, patamar, público, ministério"
1671,"concreto, concreto aparente, ferro, vidro, água, estrutura, abertura, pilar, pano de vidro, esquadria, passarela, brise, público, ministério, jardim"
1672,"concreto, concreto aparente, concreto pintado, pedra, ferro, vidro, água, estrutura, abertura, pilar, pano de vidro, esquadria, escultura, rampa, parede curva, terraço, torre, público, ministério, jardim"
1673,"concreto, concreto aparente, concreto pintado, pedra, ferro, vidro, madeira, corrimão, guarda-corpo, mezanino, banco, painel, público, ministério"
1674,"concreto, concreto aparente, concreto pintado, ferro, vidro, pedra, luminária, banco, pilar, brise, pano de vidro, esquadria, público, ministério, jardim"
1675,"concreto, concreto aparente, concreto pintado, pedra, ferro, madeira, corrimão, guarda-corpo, mezanino, público, ministério"
1676,"concreto, concreto aparente, concreto pintado, pedra, ferro, madeira, corrimão, guarda-corpo, mezanino, escultura, público, ministério"
1677,"concreto, concreto pintado, pedra, ferro, banco, escultura, público, ministério"
1678,"ministério, concreto, concreto aparente, concreto pintado, pedra, ferro, vidro, madeira, corrimão, guarda-corpo, mezanino, escultura, público"
1679,"ministério, concreto, concreto aparente, concreto pintado, pedra, ferro, madeira, corrimão, guarda-corpo, mezanino, escultura, público"
1680,"ministério, concreto, concreto aparente, concreto pintado, pedra, ferro, vidro, madeira, corrimão, guarda-corpo, mezanino, banco, escultura, pano de vidro, esquadria, pilar, painel, público"
1681,"ministério, concreto, concreto aparente, concreto pintado, pedra, ferro, vidro, madeira, corrimão, guarda-corpo, mezanino, banco, escultura, pano de vidro, esquadria, pilar, painel, público"
1682,"concreto, concreto aparente, vidro, estrutura, brise, pilar, cobertura, público, jardim, poste"
1683,"jardim, concreto, pedra, ferro, vidro, água, cobertura, pilar, apoio, pano de vidro, esquadria, janela basculante, patamar, escultura, parede curva, rampa, habitação, residência"
1684,"praça, concreto, concreto aparente, pedra, ferro, vidro, pano de vidro, esquadria, pilar, apoio, cobertura, patamar, rampa, fachada cega, escultura, público"
1714,"concreto, pedra, ferro, vidro, cerâmica, parede curva, pano de vidro, caixilho, marquise, coluna, pilotis, azulejo, guarda corpo, mureta, clube, jardim, guarda-corpo"
1715,"religioso, igreja"
1716,"madeira, cerâmica, arco, abóbada, mobiliário, parede curva, azulejo, banco, patamar, degrau, religioso, igreja"
1717,"madeira, parede curva, degrau, patamar, religioso, igreja"
1718,"religioso, igreja"
1720,"praça, concreto, concreto aparente, pedra, ferro, vidro, pano de vidro, esquadria, pilar, apoio, cobertura, patamar, rampa, fachada cega, escultura, público"
1721,"rua, vidro, alvenaria, cerâmica, ferro, cimento, concreto, concreto aparente, luminária, cobertura, beiral, abóbada, tijolo de barro, pano de vidro, caixilho, janela, parede, muro, degrau, escada, arco, habitação, casa, residência"
1722,"rua, vidro, alvenaria, cimento, concreto, concreto aparente, cobertura, abóbada, pano de vidro, parede, habitação, casa, residência"
1723,"rua, vidro, cerâmica, alvenaria, ferro, cimento, concreto, concreto aparente, luminária, viga, cobertura, beiral, abóbada, tijolo de barro, pano de vidro, caixilho, janela, parede, muro, degrau, escada, arco, habitação, casa, residência"
1724,"concreto, pedra, ferro, vidro, pilar, apoio, cobertura, pano de vidro, esquadria, janela basculante, público"
1725,"residência, laje, cobertura, abóbada, montante, habitação, fachada, pano de vidro, caixilho, concreto, vidro, ferro, concreto aparente, casa, madeira, telhado, concreto pintado, telha, telha cerâmica"
1726,"mobiliário, luminária, laje, tijolo de barro, mureta, guarda-corpo, porta, brise, habitação, vidro, ferro, cerâmica, madeira, alvenaria, concreto, concreto aparente, viga, janela, casa, residência, esquadria"
1727,"vidro, ferro, madeira, alvenaria, cerâmica, concreto, concreto aparente, mobiliário, luminária, laje, cobertura, abóbada, tijolo de barro, esquadria, janela, arco, brise, habitação, casa, residência"
1728,"vidro, ferro, madeira, alvenaria, cerâmica, concreto, concreto aparente, mobiliário, luminária, cobertura, abóbada, tijolo de barro, janela, arco, habitação, casa, residência"
1729,"vidro, ferro, madeira, alvenaria, cerâmica, concreto, concreto aparente, mobiliário, luminária, pilar, cobertura, abóbada, pano de vidro, caixilho, montante, arco, degrau, corrimão, escada, habitação, casa, residência"
1730,"mobiliário, luminária, cobertura, abóbada, tijolo de barro, arco, corrimão, escada, habitação, concreto, vidro, ferro, concreto aparente, alvenaria, casa, residência, madeira, cerâmica, degrau"
1731,"vidro, ferro, madeira, cerâmica, alvenaria, concreto, concreto aparente, mobiliário, luminária, cobertura, abóbada, tijolo de barro, pano de vidro, mureta, guarda-corpo, caixilho, montante, arco, degrau, corrimão, escada, habitação, casa, residência"
1732,"vidro, ferro, madeira, alvenaria, cerâmica, concreto, concreto aparente, mobiliário, luminária, cobertura, abóbada, tijolo de barro, pano de vidro, mureta, guarda-corpo, caixilho, montante, arco, degrau, corrimão, escada, porta, habitação, casa, residência"
1733,"mobiliário, laje, cobertura, abóbada, tijolo de barro, parede, habitação, concreto, vidro, ferro, concreto aparente, pano de vidro, montante, alvenaria, casa, residência, porta, madeira, caixilho, cerâmica, viga"
1734,"vidro, ferro, madeira, cerâmica, alvenaria, concreto, concreto aparente, mobiliário, luminária, cobertura, abóbada, tijolo de barro, pano de vidro, arco, degrau, corrimão, escada, azulejo, habitação, casa, residência"
1735,"residência, vidro, ferro, madeira, cerâmica, alvenaria, concreto, concreto aparente, mobiliário, luminária, laje, cobertura, abóbada, tijolo de barro, mureta, pano de vidro, caixilho, montante, arco, habitação, casa"
1736,"residência, vidro, ferro, cerâmica, concreto, concreto aparente, cobertura, abóbada, esquadria, janela, habitação, casa"
1737,"residência, luminária, cobertura, tijolo de barro, abóbada, muro, habitação, concreto, vidro, ferro, concreto aparente, pano de vidro, montante, alvenaria, fachada, casa, porta, madeira, caixilho, cerâmica"
1738,"residência, vidro, ferro, madeira, cerâmica, alvenaria, concreto, concreto aparente, viga, laje, cobertura, tijolo de barro, abóbada, pano de vidro, muro, fachada, caixilho, montante, porta, habitação, casa"
1739,"residência, vidro, ferro, madeira, cerâmica, alvenaria, concreto, concreto aparente, viga, laje, cobertura, tijolo de barro, abóbada, pano de vidro, fachada, esquadria, caixilho, janela, montante, porta, habitação, casa"
1740,"residência, vidro, ferro, madeira, cerâmica, alvenaria, concreto, concreto aparente, viga, laje, cobertura, tijolo de barro, abóbada, pano de vidro, muro, fachada, esquadria, caixilho, janela, montante, porta, habitação, casa"
1741,"residência, vidro, ferro, madeira, cerâmica, alvenaria, concreto, concreto aparente, cobertura, tijolo de barro, abóbada, pano de vidro, muro, fachada, esquadria, caixilho, janela, montante, porta, habitação, casa"
1742,"residência, vidro, ferro, madeira, cerâmica, alvenaria, concreto, concreto aparente, tijolo de barro, esquadria, janela, habitação, casa"
1743,"residência, vidro, ferro, cerâmica, madeira, alvenaria, concreto, concreto aparente, laje, cobertura, abóbada, tijolo de barro, esquadria, janela, brise, habitação, casa"
1744,"mobiliário, luminária, cobertura, abóbada, tijolo de barro, habitação, concreto, vidro, ferro, concreto aparente, pano de vidro, montante, alvenaria, casa, residência, porta, madeira, caixilho, cerâmica"
1780,modernismo
1781,"ferro, tijolo de barro, museu, guarda-corpo"
1782,"tijolo de barro, passarela, museu, guarda-corpo"
1783,"pilar, concreto aparente, coluna, faculdade, jardim, concreto armado"
1784,"pilar, concreto aparente, coluna, rampa, empena, guarda-corpo, concreto armado"
1785,"concreto, faculdade, guarda-corpo"
1787,"concreto, faculdade, guarda-corpo"
1788,"alvenaria, madeira, pedra, cerâmica, veneziana, beiral, azulejo, habitação, casa, residência, jardim"
1789,"alvenaria, madeira, pedra, cerâmica, veneziana, azulejo, habitação, casa, residência, jardim"
1790,"alvenaria, madeira, vidro, telhado duas águas, beiral, veneziana, ornamento, habitação, casa, residência"
1791,"vidro, alvenaria, ferro, madeira, cerâmica, luminária, cobertura, telha, telha cerâmica, beiral, fachada, parede, esquadria, caixilho, janela, janela basculante, porta, guarda corpo, ornamento, azulejo, painel, habitação, casa, residência, guarda-corpo"
1792,"vidro, alvenaria, madeira, ferro, cerâmica, cobertura, telha, telha cerâmica, beiral, esquadria, caixilho, janela, ornamento, habitação, casa, residência"
1793,"alvenaria, madeira, cerâmica, coluna, cobertura, telha, telha cerâmica, beiral, ornamento, habitação, casa, residência"
1794,"alvenaria, madeira, cerâmica, coluna, cobertura, telha, telha cerâmica, beiral, ornamento, habitação, casa, residência"
1795,"alvenaria, cerâmica, madeira, ferro, cimento, telha, telha cerâmica, telhado, tijolo de barro, esquadria, janela, veneziana, muro, ornamento, azulejo, habitação, casa, residência"
1796,"luminária, laje, tijolo de barro, guarda corpo, arco, habitação, casa, guarda-corpo, vidro, ferro, janela basculante, alvenaria, fachada, residência, caixilho, janela, cerâmica, esquadria, coluna, viga"
1797,"vidro, ferro, madeira, alvenaria, cerâmica, cimento, telha, telha cerâmica, telhado, beiral, mureta, fachada, esquadria, janela, porta, habitação, casa, residência"
1798,"vidro, ferro, madeira, alvenaria, cerâmica, telha, telha cerâmica, telhado, beiral, tijolo de barro, fachada, esquadria, janela, janela basculante, porta, habitação, casa, residência"
1799,"vidro, ferro, madeira, alvenaria, cerâmica, telha, telha cerâmica, telhado, beiral, tijolo de barro, fachada, esquadria, janela, habitação, casa, residência, igreja, religioso"
1800,"vidro, ferro, madeira, alvenaria, cerâmica, telha, telha cerâmica, telhado, beiral, tijolo de barro, fachada, esquadria, janela, degrau, escada, habitação, casa, residência"
1801,"telhado duas águas, beiral, telha cerâmica, veneziana, habitação, residência, jardim, vidro, ferro, alvenaria, casa, madeira, cerâmica, pilar"
1802,"varanda, luminária, muro, azulejo, beiral, habitação, jardim, vidro, ferro, alvenaria, casa, residência, cerâmica, coluna, telha cerâmica"
1803,"guarda corpo, ornamento, beiral, habitação, jardim, guarda-corpo, vidro, ferro, alvenaria, casa, residência, madeira, cerâmica, telha cerâmica"
1804,"veneziana, mobiliário, habitação, jardim, vidro, ferro, alvenaria, casa, residência, madeira, caixilho"
1805,"beiral, veneziana, porta, tijolo de barro, habitação, jardim, vidro, ferro, alvenaria, casa, residência, madeira, telhado, cerâmica, telha cerâmica"
1806,"empena, tijolo de barro, telhado duas águas, luminária, habitação, jardim, vidro, ferro, alvenaria, casa, residência, caixilho, cerâmica, telha cerâmica"
1807,"alvenaria, cerâmica, ferro, vidro, pedra, empena, tijolo de barro, telhado, telha cerâmica, luminária, caixilho, habitação, residência, casa, jardim"
1808,"alvenaria, cerâmica, ferro, madeira, vidro, telhado, telha cerâmica, porta, guarda corpo, abertura, mureta, veneziana, luminária, habitação, residência, casa, jardim, guarda-corpo"
1809,"alvenaria, cerâmica, madeira, ferro, vidro, caixilho, telhado, beiral, veneziana, janela basculante, guarda corpo, edifício, guarda-corpo"
1810,"concreto, alvenaria, madeira, vidro, ferro, pedra, estrutura, coluna, pilar, guarda corpo, corrimão, escada, degrau, patamar, parede curva, pano de vidro, esquadria, caixilho, mureta, platibanda, habitação, residência, casa, calçada, guarda-corpo"
1811,"alvenaria, cerâmica, madeira, ferro, mureta, telhado duas águas, cobertura, beiral, azulejo, guarda corpo, varanda, patamar, degrau, escada, corrimão, ornamento, abertura, residência, casa, calçada"
1812,"madeira, ferro, telhado duas águas, cobertura, beiral, ornamento, abertura, habitação, residência, casa"
1813,"alvenaria, madeira, vidro, platibanda, abertura, parede curva, muro, habitação, residência, casa"
1814,"alvenaria, madeira, ferro, vidro, telhado, ornamento, veneziana, varanda, guarda corpo, habitação, residência, casa, guarda-corpo"
1815,"alvenaria, cerâmica, beiral, pilar, abertura, guarda corpo, varanda, habitação, residência, casa, guarda-corpo, jardim"
1816,"alvenaria, cerâmica, beiral, abertura, guarda corpo, varanda, habitação, residência, casa, jardim, guarda-corpo"
1817,"alvenaria, madeira, cobertura, guarda corpo, abertura, caixilho, veneziana, ornamento, habitação, residência, casa, jardim, guarda-corpo"
1818,"concreto, alvenaria, ferro, vidro, coluna, guarda corpo, varanda, terraço, caixilho, veneziana, luminária, ornamento, platibanda, habitação, residência, casa, jardim, rua, calçada, guarda-corpo"
1819,"alvenaria, cerâmica, madeira, ferro, vidro, coluna, caixilho, veneziana, esquadria, telhado duas águas, telha cerâmica, mureta, degrau, patamar, escada, comercial, residência, casa, jardim"
1820,"alvenaria, cerâmica, madeira, ferro, vidro, beiral, telha cerâmica, caixilho, porta, esquadria, habitação, residência, casa"
1821,"platibanda, fachada cega, apoio, escada, público, educacional, desnível, concreto, vidro, ferro, concreto aparente, pano de vidro, esquadria, concreto pintado, pilar, faculdade"
1822,"platibanda, fachada cega, apoio, escada, público, educacional, desnível, concreto, vidro, ferro, concreto aparente, pano de vidro, esquadria, concreto pintado, pilar, faculdade"
1823,"platibanda, fachada cega, apoio, escada, público, educacional, desnível, concreto, vidro, ferro, concreto aparente, pano de vidro, esquadria, concreto pintado, pilar, faculdade"
